,id,title,series,author,rating_count,review_count,number_of_pages,date_published,publisher,genre,isbn,description,awards,rating
7061,20332186,Modern Times Revised Edition: The World from the Twenties to the Nineties (Perennial Classics),Single,Paul  Johnson,2536.0,204.0,880.0,2001.0,Harper Perennial Modern Classics,History,1,191,0,4.27
7063,2269960,Savage Flames,Savage,Cassie Edwards,223.0,10.0,287.0,2008.0,Leisure Books,Romance,1,577,0,4.18
7065,26292,The Chairman,Christian Gillette,Stephen W. Frey,2542.0,112.0,432.0,2005.0,Fawcett Books,Fiction,1,2176,0,3.98
7066,10866233,The List,Single,Siobhan Vivian,26541.0,3356.0,336.0,2012.0,Push,Young Adult,1,911,0,3.42
7068,7544603,Smaragdgrün,Edelstein-Trilogie,Kerstin Gier,81065.0,5890.0,482.0,2010.0,Arena Verlag,Fantasy,1,939,0,4.16
7069,7505,Beach Girls,Hubbard's Point/Black Hall,Luanne Rice,8923.0,269.0,448.0,2004.0,Bantam,Fiction,1,1423,0,4.07
7070,17286702,"The Empire of Necessity: Slavery, Freedom, and Deception in the New World",Single,Greg Grandin,772.0,143.0,384.0,2014.0,Metropolitan Books,History,1,1573,3,3.96
7071,324277,The Carnivorous Carnival,A Series of Unfortunate Events,Lemony Snicket,116405.0,2734.0,286.0,2002.0,HarperCollins Publishers,Fiction,1,1255,0,3.99
7073,11356866,The Conductor,Single,Sarah Quigley,888.0,139.0,300.0,2011.0,Random House New Zealand,Historical,1,1061,0,3.82
7074,9930,The Race for Timbuktu: In Search of Africa's City of Gold,Single,Frank T. Kryza,438.0,44.0,352.0,2006.0,Ecco,History,1,1786,0,3.83
7077,7518289,The Facebook Effect: The Inside Story of the Company That is Connecting the World,Single,David   Kirkpatrick,11972.0,586.0,384.0,2010.0,Simon  Schuster,Business,1,2121,1,3.84
7078,18398089,Quintessentially Q,Monsters in the Dark,Pepper Winters,20183.0,1747.0,376.0,2013.0,Createspace Independent Publishing Platform,Dark,1,1105,0,4.33
7079,42149,Baby Proof,Single,Emily Giffin,156124.0,3694.0,340.0,2006.0,St. Martin's Press,Womens Fiction-Chick Lit,1,1419,0,3.73
7080,20821212,The Reckoning,John Madden,Rennie Airth,1497.0,240.0,368.0,2014.0,Viking,Mystery,1,1504,0,4.07
7081,18248613,Warm Up,Villains,V.E. Schwab,6585.0,973.0,15.0,2013.0,Tor Books,Fantasy,0,869,0,3.81
7082,26879131,End of Watch,Bill Hodges Trilogy,Stephen King,100947.0,8788.0,448.0,2016.0,Scribner,Horror,1,1809,1,4.08
7083,678236,Doctor Who: Master,Big Finish Monthly Range,Joseph Lidster,375.0,37.0,3.0,2003.0,Big Finish Productions,Media Tie In,1,1444,0,4.16
7084,13634646,The Life and Death of Lily Drake,Lily Drake,T. Michelle Nelson,150.0,44.0,322.0,2012.0,InkSpell Publishing,Paranormrueal,1,1446,0,4.09
7085,25663717,The Two-Family House,Single,Lynda Cohen Loigman,24143.0,2720.0,290.0,2016.0,St. Martin's Press,Historical,1,1852,1,3.93
7086,10002296,Wildflower Hill,Single,Kimberley Freeman,12536.0,1463.0,524.0,2011.0,Touchstone,Historical,1,259,0,4.09
7087,129534,A Vision of Murder,Psychic Eye Mystery,Victoria Laurie,6632.0,346.0,296.0,2005.0,Berkley Books,Mystery,1,306,0,3.96
7089,11254850,Seeds of Rebellion,Beyonders,Brandon Mull,27949.0,1385.0,512.0,2012.0,Aladdin,Fantasy,1,1374,1,4.28
7090,38333212,In My Blood,Single,Lina Langley,9.0,1.0,39.0,2017.0,L.M. Langley,Romance,0,919,0,1.89
7091,614768,The Tinkerer's Accomplice: How Design Emerges from Life Itself,Single,J. Scott Turner,30.0,5.0,282.0,2007.0,Harvard University Press,Science,1,252,0,4.3
7092,25510906,The Mushroom at the End of the World: On the Possibility of Life in Capitalist Ruins,Single,Anna Lowenhaupt Tsing,3009.0,404.0,331.0,2015.0,Princeton University Press,Nonfiction,1,1738,2,4.11
7093,25154582,Secrets She Kept,Single,Cathy Gohlke,2964.0,446.0,416.0,2015.0,Tyndale House Publisher,Historical,1,1330,3,4.27
7094,11067646,Περί Σουρρεαλισμού - Η διάλεξη του 1935,Single,Andreas Embirikos,23.0,2.0,96.0,2009.0,Άγρα,None,0,0,0,4.22
7096,13212225,A Naked Singularity,Single,Sergio de la Pava,2423.0,361.0,678.0,2012.0,University of Chicago Press,Fiction,1,1648,2,4.12
7097,36643077,Midwinter Break,Single,Bernard MacLaverty,4450.0,606.0,350.958041958042,2017.0,Highbridge Audio,Fiction,1,1516,3,3.63
7098,25705810,Aquarium,Single,David Vann,4254.0,871.0,272.0,2016.0,Windmill Books,Fiction,1,993,0,3.74
7099,18287156,"Dirt Matters: The Foundation for a Healthy, Vibrant, and Effective Congregation",Single,Jim Powell,53.0,7.0,170.0,2013.0,WestBow Press,None,1,1229,0,4.34
7100,1514986,The Story of Film,Single,Mark Cousins,751.0,56.0,512.0,2004.0,Pavilion Books,Nonfiction,1,1790,0,4.34
7101,322335,De Niro's Game,Single,Rawi Hage,3495.0,361.0,277.0,2007.0,Zoland Books,Fiction,1,1083,4,3.76
7102,41552709,The Uninhabitable Earth: Life After Warming,Single,David Wallace-Wells,20702.0,3347.0,310.0,2019.0,Tim Duggan Books,Nonfiction,1,1860,1,4.05
7103,17332247,The Dogs of Christmas,Single,W. Bruce Cameron,5520.0,854.0,233.0,2013.0,Forge Books,Holiday-Christmas,1,2019,0,4.03
7104,17348144,Great North Road,Single,Peter F. Hamilton,17412.0,1247.0,1087.0,2013.0,Pan MacMillan,Science Fiction,1,1446,1,4.06
7105,587554,The Amputee's Guide to Sex,Single,Jillian Weise,265.0,34.0,81.0,2007.0,Soft Skull Press,Poetry,1,944,0,4.22
7106,41880609,On Earth We're Briefly Gorgeous,Single,Ocean Vuong,130673.0,17768.0,246.0,2019.0,Penguin Press,Fiction,1,1533,9,4.05
7107,163302,The Inextinguishable Symphony: A True Story of Music and Love in Nazi Germany,Single,Martin Goldsmith,931.0,113.0,352.0,2001.0,Wiley,Nonfiction,1,956,0,4.18
7108,68020,Powers,Annals of the Western Shore,Ursula K. Le Guin,4407.0,392.0,502.0,2007.0,Clarion Books,Fantasy,1,864,3,4.02
7109,7263429,Wolfsbane,Nightshade,Andrea Cremer,46639.0,2269.0,390.0,2011.0,Philomel Books,Young Adult,1,875,0,4.11
7110,390301,At the Stroke of Madness,Maggie O'Dell,Alex Kava,5056.0,257.0,331.0,2003.0,Mira Books,Mystery,1,503,0,3.99
7111,8100144,Magierlicht,Sturmjäger von Aradon,Jenny-Mai Nuyen,401.0,12.0,400.0,2010.0,cbt,Fantasy,1,998,0,3.86
7113,4994116,While I'm Falling,Single,Laura Moriarty,4062.0,460.0,305.0,2009.0,Hachette Books,Fiction,1,1939,0,3.46
7114,6820070,After the Kiss,Single,Terra Elan McVoy,1127.0,140.0,400.0,2010.0,Simon  Schuster Books for Young Readers,Young Adult,1,922,0,3.23
7115,2177606,The Day John Died,Single,Christopher Andersen,914.0,55.0,384.0,2000.0,William Morrow & Company,Autobiography-Memoir,1,178,0,4.12
7116,8428069,The Lying Game,The Lying Game,Sara Shepard,39707.0,3002.0,307.0,2010.0,HarperTeen,Young Adult,1,1384,0,3.92
7117,6306686,Heroes at Risk,Hero,Moira J. Moore,1615.0,86.0,328.0,2009.0,Ace,Fantasy,1,493,0,3.66
7119,22237,Son of the Mob,Son of the Mob,Gordon Korman,6566.0,717.0,262.0,2004.0,"Little, Brown Books for Young Readers",Young Adult,1,1212,5,3.72
7120,6555008,Demon Bound,Black London,Caitlin Kittredge,1806.0,136.0,346.0,2009.0,St. Martin's Paperbacks,Fantasy,1,959,0,3.73
7121,7797874,Return to Paradise,Leaving Paradise,Simone Elkeles,32943.0,1504.0,291.0,2010.0,Flux,Young Adult,1,990,2,4.03
7122,10158717,Arctic Winds,Alpine Woods Shifters,Sondrae Bennett,2554.0,136.0,86.0,2011.0,Lyrical Press,Fantasy,1,1252,0,3.64
7123,40580,Stupid White Men,Single,Michael Moore,15764.0,674.0,304.0,2004.0,['        '],Nonfiction,1,2340,1,3.32
7124,916949,Infinite Possibilities,Single,Robert A. Heinlein,302.0,10.0,568.0,2002.0,SFBC,Science Fiction,1,2110,0,4.08
7125,8058301,Ghost Story,The Dresden Files,Jim Butcher,88406.0,4589.0,481.0,2011.0,Roc Hardcover,Fantasy,1,857,1,4.25
7126,2079538,The Garden of Last Days,Single,Andre Dubus III,4826.0,843.0,535.0,2008.0,W. W. Norton  Company,Fiction,1,957,1,3.48
7127,6393972,This World We Live In,Last Survivors,Susan Beth Pfeffer,30592.0,2702.0,256.0,2010.0,Harcourt Children's Books,Young Adult,1,1026,0,3.81
7128,5551522,Swimsuit,Single,James Patterson,24372.0,1905.0,391.0,2009.0,"Little, Brown and Company",Mystery,1,1300,0,3.66
7129,13414830,"The Barbarous Years: The Peopling of British North America: The Conflict of Civilizations, 1600-1675",Single,Bernard Bailyn,944.0,156.0,614.0,2012.0,Knopf,History,1,2137,1,3.9
7130,10,Harry Potter Collection,Harry Potter,J.K. Rowling,31603.0,927.0,3342.0,2005.0,Scholastic,Fantasy,1,1011,0,4.73
7131,7327327,The Search for WondLa,The Search for WondLa,Tony DiTerlizzi,11704.0,1673.0,484.0,2010.0,Simon  Schuster Books for Young Readers,Fantasy,1,725,2,4.08
7132,15811539,White Dog Fell from the Sky,Single,Eleanor  Morse,3512.0,608.0,368.0,2013.0,Viking,Fiction,1,1344,0,4.04
7133,12005736,Somewhere Beneath Those Waves,Single,Sarah Monette,605.0,81.0,331.0,2011.0,Prime Books,Fantasy,1,882,0,4.09
7135,7671665,Nightfall,Jack Nightingale,Stephen Leather,3748.0,357.0,441.0,2010.0,Hodder & Stoughton,Horror,1,683,0,3.96
7136,931639,Savage Skies,Savage,Cassie Edwards,423.0,25.0,324.0,2007.0,Leisure Books,Romance,1,493,0,4.22
7137,13593566,Black Fridays,Jason Stafford,Michael Sears,1879.0,326.0,341.0,2012.0,Putnam Adult,Mystery,1,1287,3,3.73
7138,9525559,False Horizon,Rogue Angel,Alex Archer,309.0,11.0,320.0,2011.0,Gold Eagle,Fantasy,1,1037,0,3.76
7139,15752115,The City of Owls,Batman (2011),Scott Snyder,24227.0,1079.0,208.0,2013.0,DC Comics,Sequential Art,1,1254,4,4.26
7140,2449962,Twenty Wishes,Blossom Street,Debbie Macomber,16742.0,1340.0,360.0,2008.0,MIRA,Romance,1,1290,1,4.17
7141,7384223,Hollywood Westerns and American Myth: The Importance of Howard Hawks and John Ford for Political Philosophy,Castle Lecture Series,Robert B. Pippin,52.0,5.0,208.0,2010.0,Yale University Press,Nonfiction,1,1675,0,3.88
7142,6773432,TimeRiders,TimeRiders,Alex Scarrow,11783.0,1004.0,425.0,2010.0,Penguin Group (Australia),Young Adult,1,944,1,3.82
7143,635202,Hillbilly: A Cultural History of an American Icon,Single,Anthony Harkins,73.0,4.0,336.0,2005.0,"Oxford University Press, USA",History,1,1961,0,4.0
7144,28567,Twisted: The Collected Short Stories,Single,Jeffery Deaver,5047.0,290.0,480.0,2004.0,Pocket Books,Short Stories,1,1552,1,3.92
7145,11402753,13 Bullets,Laura Caxton,David Wellington,4192.0,401.0,373.0,2011.0,Piatkus,Horror,1,413,0,3.63
7146,14785587,Silence of the Grave,Inspector Erlendur,Arnaldur Indriðason,19657.0,1323.0,290.0,2010.0,Vintage,Mystery,1,1157,3,3.96
7147,6326889,The Miles Between,Single,Mary E. Pearson,1359.0,230.0,266.0,2009.0,Henry Holt and Co. (BYR),Young Adult,1,1155,1,3.76
7148,113862,Varieties of Disturbance,Single,Lydia Davis,2128.0,269.0,219.0,2007.0,Picador,Short Stories,1,1708,1,3.83
7150,6537013,Muse and Reverie,Newford,Charles de Lint,1318.0,114.0,350.0,2009.0,Tor Books,Fantasy,1,1615,0,4.2
7151,20751655,Racing the Moon,Single,Michelle  Morgan,36.0,11.0,227.0,2014.0,Allen and Unwin,Historical,1,1244,0,3.39
7152,17454091,Strings,Hard Rock Harlots,Kendall Grey,9397.0,1337.0,232.0,2013.0,Howling Mad Press,Erotica,0,2186,0,3.94
7153,3300,Inés of My Soul,Single,Isabel Allende,24457.0,2009.0,321.0,2006.0,Harper,Historical,1,1909,0,3.96
7154,22543948,The Devil's Detective,Thomas Fool,Simon Kurt Unsworth,1849.0,337.0,304.0,2015.0,Doubleday,Horror,1,2109,0,3.68
7156,18090117,Somewhere in France,The Great War,Jennifer Robson,11384.0,1374.0,373.0,2013.0,William Morrow Paperbacks,Historical,1,1527,0,3.79
7157,28581584,Dear Amy,Single,Helen Callaghan,8642.0,1044.0,348.0,2016.0,Penguin,Thriller,0,993,0,3.59
7159,19459150,Lucy,Single,Laurence Gonzales,2355.0,522.0,432.0,2011.0,Deutscher Taschenbuch Verlag,Fiction,1,966,0,3.49
7160,129533,Killer Insight,Psychic Eye Mystery,Victoria Laurie,6204.0,274.0,288.0,2006.0,New American Library,Mystery,1,1218,0,4.06
7161,30250405,The Girl Who Saved Christmas,Christmas,Matt Haig,4078.0,581.0,329.0,2016.0,Canongate Books,Holiday-Christmas,1,953,0,4.17
7163,35223054,Spicy Math,Crystal Joy,Celia Fay,7.0,3.0,46.0,2017.0,['        '],None,0,897,0,3.29
7165,13528506,America Again: Re-becoming the Greatness We Never Weren't,Single,Stephen Colbert,13428.0,1037.0,240.0,2012.0,Grand Central Publishing,Humor,1,1676,2,3.82
7166,26568656,You Are What You Love: The Spiritual Power of Habit,Single,James K.A. Smith,6115.0,724.0,224.0,2016.0,Brazos Press,Religion,1,1801,0,4.04
7167,1229011,Somanatha: The Many Voices of a History,Single,Romila Thapar,192.0,24.0,265.0,2005.0,Verso,History,1,1395,0,3.57
7168,36373396,The Myth of Perpetual Summer,Single,Susan Crandall,2221.0,455.0,355.0,2018.0,Gallery Books,Historical,1,1425,0,3.94
7169,13417338,Επίκουρος: Κείμενα και πηγές της επικούρειας φιλοσοφίας και τέχνης του ζην,Single,Epicurus,88.0,6.0,320.0,2011.0,Θύραθεν,None,1,1543,0,4.68
7171,18810917,Battleborn,Single,Claire Vaye Watkins,4661.0,674.0,283.0,2012.0,Granta Books,Short Stories,1,1495,6,4.12
7172,28950258,White Knight Dom Academy 2nd Semester,White Knight Dom Academy,Lucian Bane,142.0,43.0,122.0,2016.0,Granta Books,Erotica,0,944,0,4.4
7173,41716904,Upheaval: Turning Points for Nations in Crisis,Civilizations Rise and Fall,Jared Diamond,7361.0,957.0,512.0,2019.0,"Little, Brown and Company",History,1,1922,1,3.89
7174,17414948,The Lost Medallion: The Adventures of Billy Stone,Single,Bill Muir,67.0,17.0,240.0,2013.0,B Kids,Christian,1,1410,0,4.19
7176,43721059,The Night Watchman,Single,Louise Erdrich,31468.0,4112.0,464.0,2020.0,HarperCollins,Historical,1,3005,3,4.15
7177,42595255,A Thousand Ships,Single,Natalie Haynes,24571.0,3687.0,348.0,2019.0,Mantle,Historical,1,888,1,4.12
7178,36722990,Death Notice,Death Notices,Zhou Haohui,1259.0,206.0,305.0,2018.0,Doubleday Books,Mystery,1,1868,0,3.79
7180,1161439,Fell,The Sight,David Clement-Davies,5777.0,289.0,523.0,2007.0,Harry N. Abrams,Fantasy,1,921,0,4.18
7181,6919271,Feenlicht,Sturmjäger von Aradon,Jenny-Mai Nuyen,675.0,16.0,463.0,2009.0,cbt,Fantasy,1,883,0,3.78
7182,5973767,Gorgeous,Avery Sisters Trilogy,Rachel Vail,1791.0,143.0,288.0,2009.0,HarperTeen,Young Adult,1,1556,0,3.86
7183,9266793,Never Have I Ever,The Lying Game,Sara Shepard,19222.0,1194.0,309.0,2011.0,HarperCollins,Young Adult,1,1340,0,4.0
7184,11746513,Explosive Eighteen,Stephanie Plum,Janet Evanovich,73652.0,5088.0,305.0,2011.0,Bantam,Mystery,1,2047,0,3.94
7185,987508,The Hero Strikes Back,Hero,Moira J. Moore,2760.0,126.0,308.0,2006.0,Ace,Fantasy,1,1389,0,3.76
7186,13584236,Fifty Shades Trilogy,Fifty Shades,E.L. James,117185.0,6521.0,1859.0,2012.0,Vintage,Romance,1,2009,0,4.11
7187,16529,Kingdom of the Golden Dragon,Memories of the Eagle and the Jaguar,Isabel Allende,15259.0,562.0,464.0,2005.0,Rayo,Fantasy,1,1076,0,3.86
7188,5989616,Street Magic,Black London,Caitlin Kittredge,3563.0,341.0,326.0,2009.0,St. Martin's Paperbacks,Fantasy,1,1280,0,3.43
7189,6321573,O Azul da Baía,Chesapeake Bay Saga,Nora Roberts,32423.0,879.0,272.0,2008.0,Edições Chá das Cinco,Romance,1,1594,1,4.18
7190,3878183,Wolf Unbound,Cascadia Wolves,Lauren Dane,2354.0,93.0,241.0,2009.0,Samhain Publishing,Fantasy,1,1372,0,4.12
7191,274248,To The Stars,Single,Robert A. Heinlein,761.0,9.0,722.0,2004.0,Samhain Publishing,Science Fiction,1,253,0,3.9
7192,13063711,Barack Obama: The Story,Single,David Maraniss,1111.0,143.0,672.0,2012.0,Simon  Schuster,Autobiography-Memoir,1,2070,1,4.08
7193,1078832,The Story of Lucy Gault,Single,William Trevor,6540.0,682.0,228.0,2002.0,Viking,Fiction,1,777,4,3.76
7194,1443201,The Dream Merchant,Single,Isabel Hoving,1301.0,118.0,640.0,2005.0,Walker Books Ltd,Fantasy,1,1412,1,3.91
7195,278794,Blood Fever,Young Bond,Charlie Higson,6655.0,266.0,368.0,2006.0,"Little, Brown Books for Young Readers",Young Adult,1,1763,0,4.02
7196,16248593,The Great War: A Combat History of the First World War,Single,Peter Hart,976.0,100.0,544.0,2013.0,"Oxford University Press, USA",History,1,1419,0,4.17
7197,12647642,Love Unrehearsed,Love,Tina Reber,44879.0,1862.0,448.0,2012.0,Atria Books,Romance,0,1355,1,4.25
7198,522776,The Wolf of Wall Street,The Wolf of Wall Street,Jordan Belfort,34610.0,2337.0,528.0,2007.0,Bantam,Nonfiction,1,2245,0,3.7
7199,12940394,Nightmare,Jack Nightingale,Stephen Leather,2052.0,142.0,486.0,2012.0,Hodder & Stoughton,Horror,1,1150,0,4.2
7202,10315524,The Other Crowd,Rogue Angel,Alex Archer,308.0,17.0,320.0,2011.0,Gold Eagle,Fantasy,1,1149,0,3.75
7204,12623655,"Batman: Knightfall, Vol. 1",Batman: Knightfall,Chuck Dixon,5639.0,345.0,630.0,2012.0,DC Comics,Sequential Art,1,955,0,4.19
7208,8273470,Elephant Whisperer,Elephant Whisperer,Lawrence Anthony,20428.0,2686.0,368.0,2010.0,Pan Publishing,Nonfiction,1,1312,1,4.49
7209,891487,Downtown: My Manhattan,Single,Pete Hamill,1353.0,175.0,320.0,2005.0,Back Bay Books,Nonfiction,1,2361,0,3.96
7210,28568,The Vanished Man,Lincoln Rhyme,Jeffery Deaver,20792.0,891.0,560.0,2004.0,Pocket Books,Mystery,1,1013,0,4.09
7211,7692967,The Vanishing of Katharina Linden,Single,Helen Grant,2795.0,544.0,287.0,2010.0,Delacorte Press,Mystery,1,1448,2,3.66
7214,6648604,WWW: Watch,WWW,Robert J. Sawyer,4760.0,368.0,368.0,2010.0,Ace,Science Fiction,1,1079,4,4.0
7215,27245484,The Flood Girls,Single,Richard  Fifield,4929.0,808.0,336.0,2016.0,Gallery Books,Fiction,1,1806,1,3.63
7216,19034774,Binary,®Evolution,Stephanie Saulter,128.0,30.0,407.0,2014.0,Jo Fletcher Books,Science Fiction,1,1222,0,4.14
7217,34286,The Merlin Conspiracy,Magids,Diana Wynne Jones,5982.0,361.0,480.0,2004.0,Greenwillow Books,Fantasy,1,922,0,3.92
7218,13624032,Carthage,Single,Joyce Carol Oates,4636.0,670.0,482.0,2014.0,Ecco,Fiction,1,1488,0,3.4
7219,9834277,Tabloid City,Single,Pete Hamill,1548.0,300.0,278.0,2011.0,"Little, Brown and Company",Fiction,1,1139,0,3.41
7221,13583266,Visions,The Secret Watchers,Lauren Klever,139.0,44.0,350.958041958042,2012.0,BookBa,Fantasy,0,2492,0,4.4
7222,1655090,Der Scherbensammler,Jette Weingärtner,Monika Feth,1697.0,34.0,383.0,2007.0,cbt,Thriller,1,246,0,3.94
7223,7102464,A Glimpse of Evil,Psychic Eye Mystery,Victoria Laurie,4666.0,229.0,340.0,2010.0,Berkley Books,Mystery,1,821,0,4.14
7224,25810500,What is Not Yours is Not Yours,Single,Helen Oyeyemi,12181.0,1977.0,325.0,2016.0,Riverhead Books,Short Stories,1,1211,4,3.65
7225,12493377,Crazy,Single,Amy Reed,1598.0,213.0,384.0,2012.0,Simon Pulse,Young Adult,1,1155,0,3.87
7228,35123301,Baby Sugar,Crystal Joy,Celia Fay,11.0,7.0,27.0,2017.0,Simon Pulse,None,0,1108,0,2.55
7229,29739029,Little Red,Everland Ever After,Caroline Lee,1001.0,158.0,164.0,2016.0,Simon Pulse,Romance,0,2050,0,3.77
7230,27161964,Gratitude,Single,Oliver Sacks,17650.0,1927.0,49.0,2015.0,Knopf Canada,Nonfiction,1,1242,0,4.17
7232,6199746,False Economy: A Surprising Economic History of the World,Single,Alan Beattie,825.0,90.0,321.0,2009.0,Riverhead Books,Economics,1,2032,0,3.65
7233,21854094,The Past As Present: Forging Contemporary Identities Through History,Single,Romila Thapar,223.0,21.0,344.0,2014.0,Aleph Book Company,History,1,4349,0,3.72
7234,2265842,Domestic Affairs,Single,Eileen Goudge,1462.0,151.0,437.0,2008.0,Vanguard Press,Fiction,1,1729,0,3.59
7235,9482965,Property is Theft!: A Pierre-Joseph Proudhon Anthology,Single,Pierre-Joseph Proudhon,101.0,3.0,670.0,2011.0,AK Press,Politics,1,1068,0,4.04
7237,12398221,Retour à Killybegs,Single,Sorj Chalandon,983.0,121.0,334.0,2011.0,Grasset,Cultural,1,1072,2,4.17
7238,30830742,Claw 2,Claw,Lucian Bane,129.0,44.0,145.0,2016.0,Grasset,None,0,810,0,4.5
7239,18144031,"Redefining Realness: My Path to Womanhood, Identity, Love & So Much More",Single,Janet Mock,17438.0,1313.0,263.0,2014.0,Atria Books,Nonfiction,1,2604,1,4.21
7240,22693811,The Penderwicks in Spring,The Penderwicks,Jeanne Birdsall,8652.0,1204.0,339.0,2015.0,Alfred A. Knopf Books for Young Readers,Childrens,1,1370,2,4.43
7241,35068492,River of Fire,Warriors: A Vision of Shadows,Erin Hunter,2282.0,123.0,352.0,2018.0,HarperCollins,Fantasy,1,971,0,4.43
7242,39090938,Re-enchanting the World: Feminism and the Politics of the Commons,Single,Silvia Federici,176.0,27.0,256.0,2018.0,PM Press,Feminism,1,1413,0,4.28
7243,53152636,Mexican Gothic,Single,Silvia Moreno-Garcia,185984.0,29078.0,301.0,2020.0,Del Rey,Horror,1,1757,7,3.7
7244,8725,Comfort Me with Apples: More Adventures at the Table,Single,Ruth Reichl,19967.0,1126.0,302.0,2002.0,Random House Trade,Food and Drink,1,1197,0,4.04
7245,17149,Love and Louis XIV: The Women in the Life of the Sun King,Single,Antonia Fraser,8610.0,281.0,388.0,2007.0,Nan A. Talese,History,1,2191,0,3.81
7246,6604176,The Opposite of Me,Single,Sarah Pekkanen,10473.0,714.0,377.0,2010.0,Washington Square Press,Womens Fiction-Chick Lit,1,1302,0,3.79
7247,7742105,Same Same But Different,Single,Benjamin Prüfer,124.0,6.0,336.0,2009.0,Fischer Taschenbuch Verlag,Autobiography-Memoir,1,282,0,3.83
7248,283494,Ironside,Modern Faerie Tales,Holly Black,38247.0,1449.0,323.0,2007.0,Margaret K. McElderry Books,Fantasy,1,1555,2,4.02
7249,493559,If We Kiss,If We Kiss,Rachel Vail,2738.0,328.0,288.0,2011.0,HarperTeen,Young Adult,1,875,0,3.54
7250,11455441,A View of the Lake: Living the Dream on Lake Superior,Single,Beryl Singleton Bissell,64.0,25.0,162.0,2011.0,Lake Superior Port Cities,Nonfiction,1,972,0,4.23
7251,987507,Resenting the Hero,Hero,Moira J. Moore,5098.0,358.0,285.0,2006.0,Ace,Fantasy,1,1444,0,3.59
7252,3304,City of the Beasts,Memories of the Eagle and the Jaguar,Isabel Allende,32866.0,1795.0,408.0,2004.0,Rayo,Fantasy,1,919,1,3.72
7253,1129493,Find Me,Kathleen Mallory,Carol O'Connell,5791.0,203.0,544.0,2007.0,G.P. Putnam's Sons,Mystery,1,609,0,3.98
